CUSTOMER_ID|CARD_ID|OPENING_DATE|EXPIRY_DATE|CLOSING_DATE|CLOSING_REASON
"C118480"|"PC10004927"|2010-03-17|2014-03-31||""
"C118479"|"PC10004928"|2001-02-16|2015-03-31||""
"C118478"|"PC10004929"|2004-04-02|2014-04-30||""
"C118477"|"PC10004930"|2006-01-04|2015-01-31||""
"C118476"|"PC10004931"|2004-01-15|2014-01-31||""
"C118475"|"PC10004932"|2004-05-07|2014-05-31||""
"C118474"|"PC10004933"|2004-01-08|2014-04-30||""
"C118473"|"PC10004934"|2004-07-03|2016-07-31||""
"C118472"|"PC10004935"|2008-12-28|2015-12-31||""
"C118471"|"PC10004936"|1996-09-18|2014-08-31||""
"C118470"|"PC10004937"|2007-04-26|2014-04-30||""
"C118469"|"PC10004938"|1999-03-02|2015-05-31||""
"C118468"|"PC10004939"|1999-08-04|2014-08-31||""
"C118467"|"PC10004940"|2009-03-21|2014-03-31||""
"C118466"|"PC10004941"|2000-12-02|2013-12-31||""
"C118465"|"PC10004942"|2006-08-04|2013-08-31|2013-03-10|"VOL_CHURN"
"C118464"|"PC10004943"|2009-03-21|2014-03-31|2013-06-05|"VOL_CHURN"
"C118464"|"PC10004944"|1995-11-12|2014-09-30||""
"C118463"|"PC10004945"|2007-06-29|2012-05-31||""
"C118462"|"PC10004946"|2009-09-13|2014-11-30|2013-01-11|"VOL_CHURN"
"C118461"|"PC10004947"|1999-02-10|2014-07-31|2013-02-05|"VOL_CHURN"
"C118460"|"PC10004948"|2010-07-24|2014-07-31||""
"C118459"|"PC10004949"|2000-09-01|2015-07-31||""
"C118458"|"PC10004950"|1997-07-02|2015-07-31||""
"C118457"|"PC10004951"|2000-11-24|2014-08-31||""
"C118456"|"PC10004952"|2008-10-30|2015-10-31||""
"C118455"|"PC10004953"|2006-05-19|2016-05-31||""
"C118454"|"PC10004954"|1998-03-18|2014-03-31||""
"C118453"|"PC10004955"|2005-06-09|2014-06-30||""
"C118452"|"PC10004956"|2007-07-26|2014-07-31||""
"C118451"|"PC10004957"|2007-08-29|2014-08-31||""
"C118450"|"PC10004958"|2004-12-02|2015-12-31||""
"C118449"|"PC10004959"|1999-04-14|2014-05-31||""
"C118448"|"PC10004960"|2004-07-17|2016-07-31||""
"C118447"|"PC10004961"|2011-06-18|2016-06-30||""
"C118446"|"PC10004962"|2001-11-17|2014-11-30||""
"C118445"|"PC10004963"|2009-07-23|2016-07-31||""
"C118444"|"PC10004964"|1995-01-26|2016-02-28||""
"C118443"|"PC10004965"|2006-06-30|2014-04-30||""
"C118442"|"PC10004966"|1999-03-02|2014-09-30||""
"C118441"|"PC10004967"|2008-08-30|2013-08-31||""
"C118440"|"PC10004968"|2004-03-03|2014-03-31|2013-06-08|"VOL_CHURN"
"C118439"|"PC10004969"|2006-01-13|2015-01-31||""
"C118438"|"PC10004970"|2000-05-28|2014-05-31||""
"C118437"|"PC10004971"|2010-12-01|2014-12-31||""
"C118436"|"PC10004972"|2007-10-16|2014-10-31||""
"C118435"|"PC10004973"|2007-08-23|2014-08-31||""
"C118434"|"PC10004974"|1999-05-15|2014-05-31||""
"C118433"|"PC10004975"|1999-02-24|2014-08-31||""
"C118432"|"PC10004976"|2003-12-05|2014-12-31||""
"C118431"|"PC10004977"|2006-05-11|2016-05-31||""
"C118430"|"PC10004978"|2005-05-25|2014-05-31||""
"C118429"|"PC10004979"|2007-06-29|2014-06-30|2013-03-12|"VOL_CHURN"
"C118428"|"PC10004980"|2004-01-17|2014-01-31||""
"C118427"|"PC10004981"|2003-05-27|2014-05-31||""
"C118426"|"PC10004982"|2011-02-02|||""
"C118425"|"PC10004983"|2003-11-28|2014-11-30||""
"C118424"|"PC10004984"|1992-10-07|2014-03-31||""
"C118423"|"PC10004985"|2010-06-17|2014-06-30||""
"C118422"|"PC10004986"|1995-05-03|2014-05-31||""
"C118421"|"PC10004987"|2009-03-21|2014-03-31||""
"C118421"|"PC10004988"|1992-08-09|||""
"C118420"|"PC10004989"|2009-05-17|2014-05-31||""
"C118420"|"PC10004990"|2002-05-19|2014-04-30|2013-03-01|"VOL_CHURN"
"C118419"|"PC10004991"|2009-05-17|2014-05-31|2013-01-23|"VOL_CHURN"
"C118418"|"PC10004992"|1999-02-10|2014-07-31||""
"C118417"|"PC10004993"|2011-08-03|2015-08-31||""
"C118417"|"PC10004994"|2008-11-15|2015-11-30||""
"C118416"|"PC10004995"|2009-03-21|2016-02-28||""
"C118415"|"PC10004996"|1997-07-31|2014-07-31||""
"C118414"|"PC10004997"|1999-02-19|2016-02-28||""
"C118413"|"PC10004998"|2006-10-04|2013-10-31||""
"C118412"|"PC10004999"|2007-12-13|2015-09-30||""
"C118411"|"PC10005000"|1994-10-12|2015-10-31|2012-09-12|"VOL_CHURN"
"C118410"|"PC10005001"|2003-07-02|2014-07-31||""
"C118409"|"PC10005002"|2010-11-11|2014-11-30||""
"C118409"|"PC10005003"|2009-05-17|2014-05-31||""
"C118408"|"PC10005004"|2002-08-16|2013-08-31||""
"C118407"|"PC10005005"|2009-05-17|2014-05-31|2013-05-18|""
"C118406"|"PC10005006"|2009-05-20|2016-05-31||""
"C118405"|"PC10005007"|1992-06-14|2014-06-30||""
"C118404"|"PC10005008"|2004-10-02|2013-10-31||""
"C118403"|"PC10005009"|2009-03-21|2014-03-31||""
"C118403"|"PC10005010"|1995-12-17|2015-08-31||""
"C118402"|"PC10005011"|2006-08-10|2013-08-31||""
"C118401"|"PC10005012"|2009-03-04|2014-03-31||""
"C118400"|"PC10005013"|1998-11-01|2014-04-30||""
"C118399"|"PC10005014"|1999-02-10|2014-03-31||""
"C118398"|"PC10005015"|2006-09-14|2013-09-30||""
"C118397"|"PC10005016"|2003-06-11|2014-06-30|2013-06-22|"VOL_CHURN"
"C118396"|"PC10005017"|2008-07-31|2015-07-31||""
"C118395"|"PC10005018"|2007-10-17|2015-07-31||""
"C118395"|"PC10005019"|2007-04-12|2014-04-30||""
"C118394"|"PC10005020"|1999-03-02|2014-09-30||""
"C118393"|"PC10005021"|2005-05-25|2014-05-31||""
"C118392"|"PC10005022"|2002-07-03|2014-07-31||""
"C118391"|"PC10005023"|2007-02-23|2014-02-28||""
"C118390"|"PC10005024"|1994-09-07|2014-09-30||""
"C118389"|"PC10005025"|2002-05-09|2013-12-31||""
"C118388"|"PC10005026"|1996-12-08|2015-12-31||""
"C118387"|"PC10005027"|2000-07-02|2015-07-31||""
"C118387"|"PC10005028"|1992-06-14|2014-07-31||""
"C118386"|"PC10005029"|2006-05-11|2014-05-31||""
"C118385"|"PC10005030"|2005-07-20|2014-07-31||""
"C118384"|"PC10005031"|1999-02-24|2014-11-30||""
"C118383"|"PC10005032"|1999-01-13|2014-01-31||""
"C118382"|"PC10005033"|1999-01-27|2014-06-30||""
"C118381"|"PC10005034"|2000-05-05|2014-05-31||""
"C118380"|"PC10005035"|1998-02-22|||""
"C118379"|"PC10005036"|1999-03-05|||""
"C118378"|"PC10005037"|2005-12-10|2014-12-31|2013-04-16|"VOL_CHURN"
"C118378"|"PC10005038"|2004-01-14|2014-01-31||""
"C118377"|"PC10005039"|2007-06-22|2014-06-30||""
"C118376"|"PC10005040"|2005-12-10|2014-12-31||""
"C118375"|"PC10005041"|2009-03-21|2014-03-31||""
"C118375"|"PC10005042"|2008-09-03|2013-08-31||""
"C118374"|"PC10005043"|2004-03-12|2014-03-31||""
"C118373"|"PC10005044"|1995-08-29|2014-08-31||""
"C118372"|"PC10005045"|2005-07-21|2015-06-30||""
"C118371"|"PC10005046"|2008-12-19|2015-12-31||""
"C118370"|"PC10005047"|2005-04-28|2014-04-30||""
"C118369"|"PC10005048"|1999-02-24|2016-01-31||""
"C118368"|"PC10005049"|2004-07-22|2015-05-31||""
"C118367"|"PC10005050"|2006-09-03|2013-09-30||""
"C118367"|"PC10005051"|2003-01-26|2014-01-31||""
"C118366"|"PC10005052"|2004-09-30|2013-09-30||""
"C118365"|"PC10005053"|2006-07-02|2016-07-31||""
"C118365"|"PC10005054"|1999-02-24|2014-08-31||""
"C118364"|"PC10005055"|2003-08-01|2014-04-30|2013-05-20|"VOL_CHURN"
"C118363"|"PC10005056"|1992-12-21|2013-12-31||""
"C118362"|"PC10005057"|2009-03-21|2014-03-31||""
"C118361"|"PC10005058"|1999-04-08|2014-04-30||""
"C118360"|"PC10005059"|2000-05-21|2013-11-30||""
"C118359"|"PC10005060"|2001-06-16|2015-06-30||""
"C118358"|"PC10005061"|2004-09-03|2014-07-31||""
"C118357"|"PC10005062"|1999-01-27|2014-09-30||""
"C118356"|"PC10005063"|2009-03-21|2014-03-31||""
"C118356"|"PC10005064"|2007-11-09|2014-11-30||""
"C118355"|"PC10005065"|2000-09-24|2013-09-30||""
"C118354"|"PC10005066"|2004-01-27|2014-04-30||""
"C118353"|"PC10005067"|2005-08-28|2014-08-31||""
"C118352"|"PC10005068"|2010-11-25|2014-11-30||""
"C118352"|"PC10005069"|2009-05-17|2014-05-31|2013-05-13|"VOL_CHURN"
"C118351"|"PC10005070"|1999-04-17|2014-04-30||""
"C118350"|"PC10005071"|2009-11-07|2013-11-30||""
"C118349"|"PC10005072"|2004-04-22|2014-03-31|2013-03-05|"VOL_CHURN"
"C118348"|"PC10005073"|2001-06-09|2015-06-30||""
"C118348"|"PC10005074"|1995-11-08|2015-12-31||""
"C118347"|"PC10005075"|2005-12-10|2014-12-31||""
"C118346"|"PC10005076"|1999-03-02|2014-06-30||""
"C118345"|"PC10005077"|2006-03-22|2015-12-31||""
"C118344"|"PC10005078"|1998-05-30|2014-06-30||""
"C118343"|"PC10005079"|2003-01-25|2014-01-31||""
"C118342"|"PC10005080"|2006-03-12|2015-03-31||""
"C118341"|"PC10005081"|2010-08-13|2014-08-31||""
"C118340"|"PC10005082"|1994-10-15|2014-01-31||""
"C118339"|"PC10005083"|2007-09-21|2014-09-30||""
"C118338"|"PC10005084"|2005-09-21|2013-08-31||""
"C118337"|"PC10005085"|2005-06-30|2016-06-30||""
"C118336"|"PC10005086"|2002-09-22|2013-09-30|2013-06-21|"VOL_CHURN"
"C118335"|"PC10005087"|1998-08-03|2014-08-31|2013-04-04|"VOL_CHURN"
"C118334"|"PC10005088"|2010-11-06|2014-11-30||""
"C118333"|"PC10005089"|2007-03-31|2014-03-31||""
"C118332"|"PC10005090"|1999-01-10|2014-04-30||""
"C118331"|"PC10005091"|2008-04-20|2016-05-31||""
"C118330"|"PC10005092"|1999-02-24|2014-08-31||""
"C118329"|"PC10005093"|1998-05-24|2014-02-28||""
"C118328"|"PC10005094"|2003-12-16|2015-09-30||""
"C118327"|"PC10005095"|2009-03-01|2013-08-31|2013-03-04|"VOL_CHURN"
"C118326"|"PC10005096"|1999-03-02|2014-03-31||""
"C118325"|"PC10005097"|2009-04-17|2016-04-30||""
"C118324"|"PC10005098"|2002-03-20|2015-03-31||""
"C118323"|"PC10005099"|2007-06-28|2014-06-30||""
"C118322"|"PC10005100"|1998-07-24|2014-06-30|2013-05-22|"VOL_CHURN"
"C118321"|"PC10005101"|2011-08-09|2015-08-31||""
"C118320"|"PC10005102"|2005-04-14|2014-04-30||""
"C118320"|"PC10005103"|2004-05-19|2015-03-31||""
"C118319"|"PC10005104"|1995-03-28|2014-12-31||""
"C118318"|"PC10005105"|2006-02-09|2014-02-28||""
"C118317"|"PC10005106"|2004-09-11|2013-09-30||""
"C118316"|"PC10005107"|2007-09-29|2014-09-30||""
"C118315"|"PC10005108"|2006-07-09|2016-03-31||""
"C118314"|"PC10005109"|2009-04-22|2016-04-30||""
"C118313"|"PC10005110"|1992-06-14|2014-06-30||""
"C118312"|"PC10005111"|2006-06-09|2016-06-30||""
"C118311"|"PC10005112"|2000-03-19|2014-03-31||""
"C118310"|"PC10005113"|2007-06-29|2014-06-30||""
"C118309"|"PC10005114"|1998-11-06|2014-02-28||""
"C118308"|"PC10005115"|2005-06-03|2014-06-30||""
"C118307"|"PC10005116"|2007-06-23|2014-06-30|2012-08-22|"VOL_CHURN"
"C118306"|"PC10005117"|1995-07-30|2013-10-31||""
"C118305"|"PC10005118"|2004-06-20|2014-06-30||""
"C118304"|"PC10005119"|2007-06-09|2014-06-30||""
"C118303"|"PC10005120"|2002-07-04|2014-07-31||""
"C118302"|"PC10005121"|2002-02-02|2015-01-31||""
"C118301"|"PC10005122"|1994-06-18|2014-05-31|2013-05-06|"VOL_CHURN"
"C118300"|"PC10005123"|1999-02-24|2014-08-31|2013-03-10|"VOL_CHURN"
"C118299"|"PC10005124"|1999-02-10|2014-07-31||""
"C118298"|"PC10005125"|1999-02-10|2014-07-31||""
"C118297"|"PC10005126"|1999-03-02|2014-01-31||""
"C118296"|"PC10005127"|2002-02-02|2014-02-28||""
"C118295"|"PC10005128"|1998-01-19|2014-01-31||""
"C118294"|"PC10005129"|2004-09-03|2013-09-30||""
"C118293"|"PC10005130"|2006-07-07|2016-07-31||""
"C118292"|"PC10005131"|2000-07-08|2014-06-30||""
"C118291"|"PC10005132"|1999-09-17|2016-04-30||""
"C118290"|"PC10005133"|2008-07-20|2015-07-31|2013-04-28|"VOL_CHURN"
"C118289"|"PC10005134"|1998-07-30|2014-03-31||""
"C118288"|"PC10005135"|1995-07-09|2015-07-31||""
"C118287"|"PC10005136"|1999-01-27|2014-07-31||""
"C118286"|"PC10005137"|2002-07-04|2016-07-31||""
"C118285"|"PC10005138"|1997-08-06|2015-08-31||""
"C118284"|"PC10005139"|2008-06-27|2015-06-30||""
"C118283"|"PC10005140"|2002-03-17|2014-06-30||""
"C118283"|"PC10005141"|1996-01-26|2014-01-31||""
"C118282"|"PC10005142"|2007-07-18|2014-07-31||""
"C118281"|"PC10005143"|1999-11-04|2014-11-30||""
"C118280"|"PC10005144"|2008-09-24|2015-09-30||""
"C118279"|"PC10005145"|1995-10-27|2014-03-31||""
"C118278"|"PC10005146"|2006-05-07|2013-09-30||""
"C118277"|"PC10005147"|1998-12-11|2015-12-31||""
"C118276"|"PC10005148"|1999-02-24|2014-08-31||""
"C118275"|"PC10005149"|2009-01-31|2016-01-31||""
"C118274"|"PC10005150"|1997-07-16|2014-06-30||""
"C118273"|"PC10005151"|1999-10-13|2014-10-31|2013-05-05|"VOL_CHURN"
"C118272"|"PC10005152"|2004-06-30|2014-06-30|2013-04-14|"VOL_CHURN"
"C118272"|"PC10005153"|1999-01-27|2014-07-31|2013-03-13|"INVOL_CHURN"
"C118271"|"PC10005154"|1994-11-16|2014-02-28||""
"C118270"|"PC10005155"|2001-08-17|2014-02-28||""
"C118269"|"PC10005156"|2006-11-04|2015-05-31||""
"C118268"|"PC10005157"|2005-06-10|2014-06-30||""
"C118267"|"PC10005158"|2009-07-19|2016-07-31||""
"C118267"|"PC10005159"|2006-02-02|2014-11-30|2013-04-09|""
"C118266"|"PC10005160"|1996-05-17|2016-04-30||""
"C118265"|"PC10005161"|1992-06-17|2014-06-30||""
"C118264"|"PC10005162"|2003-07-02|2014-07-31||""
"C118263"|"PC10005163"|1999-02-24|2014-02-28||""
"C118262"|"PC10005164"|2005-06-03|2016-03-31||""
"C118261"|"PC10005165"|2006-04-30|2013-04-30|2013-05-26|""
"C118260"|"PC10005166"|2009-03-04|2014-03-31||""
"C118259"|"PC10005167"|2004-06-17|2014-06-30|2013-06-26|"VOL_CHURN"
"C118258"|"PC10005168"|1999-07-21|2014-07-31||""
"C118257"|"PC10005169"|2002-02-06|||""
"C118257"|"PC10005170"|1995-04-28|2015-01-31||""
"C118256"|"PC10005171"|2003-07-02|2014-07-31||""
"C118255"|"PC10005172"|1999-02-10|2014-07-31||""
"C118254"|"PC10005173"|1998-09-24|2015-07-31||""
"C118253"|"PC10005174"|2003-01-22|2013-11-30||""
"C118252"|"PC10005175"|1999-08-18|2014-04-30|2013-05-08|"VOL_CHURN"
"C118251"|"PC10005176"|2009-05-17|2014-05-31||""
"C118251"|"PC10005177"|2003-08-07|2014-08-31||""
"C118250"|"PC10005178"|1999-01-27|2014-07-31||""
"C118249"|"PC10005179"|1999-06-30|2014-06-30||""
"C118248"|"PC10005180"|1999-10-16|2014-10-31||""
"C118247"|"PC10005181"|2009-05-17|2014-05-31||""
"C118247"|"PC10005182"|2006-12-07|2014-09-30||""
"C118246"|"PC10005183"|2005-10-23|2016-07-31||""
"C118245"|"PC10005184"|2002-06-27|2014-06-30||""
"C118244"|"PC10005185"|1999-09-16|2014-09-30||""
"C118243"|"PC10005186"|2005-12-14|2014-12-31|2013-01-04|""
"C118242"|"PC10005187"|2005-08-24|2014-08-31||""
"C118241"|"PC10005188"|2005-06-04|2014-06-30||""
"C118240"|"PC10005189"|2002-07-05|2014-05-31||""
"C118239"|"PC10005190"|2003-08-26|2015-06-30||""
"C118238"|"PC10005191"|2001-09-16|2013-11-30|2012-09-23|"VOL_CHURN"
"C118237"|"PC10005192"|2007-06-27|2014-06-30||""
"C118236"|"PC10005193"|2000-06-30|2015-06-30||""
"C118235"|"PC10005194"|2002-12-15|2013-12-31||""
"C118234"|"PC10005195"|2011-07-16|2015-07-31||""
"C118233"|"PC10005196"|2006-07-16|2016-07-31|2013-03-15|"VOL_CHURN"
"C118232"|"PC10005197"|1999-01-10|2014-01-31||""
"C118232"|"PC10005198"|1997-08-07|2016-07-31||""
"C118231"|"PC10005199"|2007-06-21|2014-06-30||""
"C118231"|"PC10005200"|2000-07-01|2015-07-31||""
"C118231"|"PC10005201"|1997-07-06|2014-06-30|2013-06-06|"VOL_CHURN"
"C118230"|"PC10005202"|2000-03-12|2015-01-31||""
"C118229"|"PC10005203"|2002-10-20|2013-10-31||""
"C118228"|"PC10005204"|2009-07-03|2013-07-31|2013-06-15|"VOL_CHURN"
"C118227"|"PC10005205"|2006-08-24|2013-08-31||""
"C118226"|"PC10005206"|2004-07-04|2016-07-31|2013-05-02|"VOL_CHURN"
"C118225"|"PC10005207"|2011-09-28|2015-09-30||""
"C118224"|"PC10005208"|2005-05-21|2015-12-31||""
"C118223"|"PC10005209"|2010-04-15|2014-04-30||""
"C118223"|"PC10005210"|2006-04-27|2016-04-30||""
"C118222"|"PC10005211"|1999-08-24|2016-01-31||""
"C118221"|"PC10005212"|1997-10-05|2014-03-31||""
"C118220"|"PC10005213"|2004-02-17|2014-02-28||""
"C118219"|"PC10005214"|1999-03-17|2014-10-31|2013-04-20|"VOL_CHURN"
"C118218"|"PC10005215"|2005-06-16|2014-06-30||""
"C118217"|"PC10005216"|2005-12-07|2014-12-31||""
"C118216"|"PC10005217"|1996-03-13|2014-03-31|2013-05-05|"VOL_CHURN"
"C118215"|"PC10005218"|2004-07-23|2016-07-31||""
"C118214"|"PC10005219"|1999-02-24|2014-08-31||""
"C118213"|"PC10005220"|2002-12-27|2013-11-30||""
"C118212"|"PC10005221"|1994-06-03|2014-02-28||""
"C118211"|"PC10005222"|2010-07-08|2014-07-31||""
"C118211"|"PC10005223"|2003-07-02|2014-07-31||""
"C118210"|"PC10005224"|2011-07-27|2015-07-31||""
"C118210"|"PC10005225"|2005-01-12|2015-08-31||""
"C118209"|"PC10005226"|2003-06-21|2014-06-30||""
"C118208"|"PC10005227"|2005-11-09|2014-11-30||""
"C118207"|"PC10005228"|2005-06-04|2014-06-30|2013-05-24|"VOL_CHURN"
"C118206"|"PC10005229"|2008-06-08|2015-06-30||""
"C118205"|"PC10005230"|2010-03-19|2014-03-31||""
"C118204"|"PC10005231"|1999-07-02|2015-07-31||""
"C118203"|"PC10005232"|1995-07-19|2014-11-30||""
"C118202"|"PC10005233"|1997-07-16|2014-06-30||""
"C118201"|"PC10005234"|2003-10-04|2014-10-31||""
"C118200"|"PC10005235"|1998-02-18|2014-02-28||""
"C118199"|"PC10005236"|1998-02-22|2014-02-28||""
"C118198"|"PC10005237"|2005-08-04|2014-08-31||""
"C118197"|"PC10005238"|2009-03-04|2014-03-31||""
"C118196"|"PC10005239"|1999-01-27|2014-07-31||""
"C118195"|"PC10005240"|2007-01-10|2014-01-31||""
"C118194"|"PC10005241"|1998-10-30|2013-10-31||""
"C118193"|"PC10005242"|1997-04-21|2014-05-31||""
"C118192"|"PC10005243"|2001-07-25|2014-07-31||""
"C118192"|"PC10005244"|1999-03-02|2014-09-30||""
"C118191"|"PC10005245"|2009-03-04|2014-03-31||""
"C118190"|"PC10005246"|2003-07-18|2014-05-31||""
"C118189"|"PC10005247"|1999-02-10|2014-07-31||""
"C118188"|"PC10005248"|1998-04-17|2016-05-31||""
"C118187"|"PC10005249"|2006-07-06|2016-07-31||""
"C118186"|"PC10005250"|2008-06-20|2015-06-30||""
"C118185"|"PC10005251"|2009-06-07|2016-06-30||""
"C118184"|"PC10005252"|2006-08-12|2013-08-31||""
"C118183"|"PC10005253"|2001-09-06|2014-09-30||""
"C118183"|"PC10005254"|2001-09-06|2014-09-30||""
"C118182"|"PC10005255"|2011-08-03|2015-08-31||""
"C118181"|"PC10005256"|1999-02-10|2014-07-31||""
"C118180"|"PC10005257"|2002-04-05|2014-04-30||""
"C118179"|"PC10005258"|2006-07-16|2016-07-31||""
"C118178"|"PC10005259"|2005-07-27|2014-07-31||""
"C118177"|"PC10005260"|2005-05-20|2014-05-31||""
"C118176"|"PC10005261"|2008-11-07|2015-11-30||""
"C118175"|"PC10005262"|2010-10-27|2013-08-31||""
"C118174"|"PC10005263"|2006-07-06|2014-06-30||""
"C118173"|"PC10005264"|2006-03-11|2015-03-31||""
"C118172"|"PC10005265"|2006-07-14|2016-07-31||""
"C118171"|"PC10005266"|2011-01-19|2015-01-31||""
"C118170"|"PC10005267"|2007-04-13|2014-04-30||""
"C118169"|"PC10005268"|2008-05-07|2015-05-31||""
"C118169"|"PC10005269"|2002-12-11|2013-12-31||""
"C118168"|"PC10005270"|2010-11-21|2014-11-30||""
"C118167"|"PC10005271"|2002-10-23|2013-10-31||""
"C118166"|"PC10005272"|1998-08-16|2014-05-31||""
"C118165"|"PC10005273"|2006-11-26|2013-11-30||""
"C118164"|"PC10005274"|1998-07-23|2013-11-30||""
"C118163"|"PC10005275"|2001-07-27|2014-07-31|2013-06-17|"VOL_CHURN"
"C118162"|"PC10005276"|1999-03-02|2014-09-30||""
"C118161"|"PC10005277"|1999-02-10|2014-07-31||""
"C118160"|"PC10005278"|2004-01-30|2014-01-31||""
"C118159"|"PC10005279"|2010-11-24|2014-11-30||""
"C118158"|"PC10005280"|2005-03-31|2014-03-31||""
"C118157"|"PC10005281"|2008-10-12|2015-10-31||""
"C118156"|"PC10005282"|2010-08-05|2014-08-31||""
"C118156"|"PC10005283"|2001-07-27|2015-07-31||""
"C118155"|"PC10005284"|1999-03-02|2014-03-31||""
"C118154"|"PC10005285"|1999-02-24|2014-08-31||""
"C118153"|"PC10005286"|2003-06-21|2014-06-30||""
"C118152"|"PC10005287"|2000-05-12|2015-05-31||""
"C118151"|"PC10005288"|2004-08-01|2013-08-31||""
"C118150"|"PC10005289"|2001-06-01|2013-09-30||""
"C118149"|"PC10005290"|2009-03-04|2014-03-31|2013-03-22|"VOL_CHURN"
"C118149"|"PC10005291"|1998-08-30|2014-08-31||""
"C118148"|"PC10005292"|2008-01-31|||""
"C118147"|"PC10005293"|2009-05-17|2014-05-31||""
"C118147"|"PC10005294"|1998-06-07|2015-06-30||""
"C118147"|"PC10005295"|1995-10-25|2016-01-31||""
"C118146"|"PC10005296"|2007-08-29|2014-08-31||""
"C118145"|"PC10005297"|2006-03-17|2015-03-31||""
"C118144"|"PC10005298"|1996-05-23|2014-05-31||""
"C118143"|"PC10005299"|1998-11-08|2013-11-30|2013-04-10|"VOL_CHURN"
"C118142"|"PC10005300"|1999-11-17|2016-01-31||""
"C118141"|"PC10005301"|2009-03-21|2014-03-31|2013-05-11|"VOL_CHURN"
"C118141"|"PC10005302"|2004-12-22|2014-12-31||""
"C118140"|"PC10005303"|2009-10-10|2013-10-31||""
"C118139"|"PC10005304"|2009-03-04|2014-03-31||""
"C118138"|"PC10005305"|2001-11-17|2014-11-30||""
"C118137"|"PC10005306"|1995-03-19|2014-03-31||""
"C118136"|"PC10005307"|1999-01-27|2014-07-31|2013-06-11|"VOL_CHURN"
"C118135"|"PC10005308"|2005-01-30|2014-01-31||""
"C118134"|"PC10005309"|2010-06-10|2014-06-30||""
"C118133"|"PC10005310"|2002-06-06|2015-12-31||""
"C118132"|"PC10005311"|2004-02-03|2014-02-28||""
"C118131"|"PC10005312"|2006-06-29|2016-06-30||""
"C118130"|"PC10005313"|2000-05-25|2014-02-28||""
"C118129"|"PC10005314"|1999-02-10|2014-12-31||""
"C118128"|"PC10005315"|2008-05-15|2015-05-31||""
"C118127"|"PC10005316"|2007-04-13|2014-04-30||""
"C118126"|"PC10005317"|1994-01-28|2014-01-31||""
"C118125"|"PC10005318"|1999-02-24|2014-02-28||""
"C118124"|"PC10005319"|2000-06-02|2014-06-30||""
"C118123"|"PC10005320"|2009-01-03|2016-01-31|2013-04-10|"VOL_CHURN"
"C118122"|"PC10005321"|2005-11-26|2014-11-30||""
"C118121"|"PC10005322"|1999-06-02|2015-06-30||""
"C118120"|"PC10005323"|1996-12-29|2013-12-31||""
"C118119"|"PC10005324"|2003-07-02|2015-12-31||""
"C118118"|"PC10005325"|2012-02-08|2016-02-28||""
"C118117"|"PC10005326"|1996-05-29|2014-05-31||""
"C118116"|"PC10005327"|2005-12-10|2014-12-31||""
"C118115"|"PC10005328"|2004-11-21|2013-11-30||""
"C118114"|"PC10005329"|1999-01-27|2013-12-31||""
"C118113"|"PC10005330"|2002-08-02|2013-08-31||""
"C118112"|"PC10005331"|2003-02-07|2014-02-28||""
"C118111"|"PC10005332"|2006-04-08|2016-04-30||""
"C118110"|"PC10005333"|2007-06-28|2014-06-30||""
"C118109"|"PC10005334"|2009-10-10|2013-10-31||""
"C118108"|"PC10005335"|1998-05-09|2015-05-31||""
"C118107"|"PC10005336"|2000-10-15|2013-10-31||""
"C118106"|"PC10005337"|2002-05-11|2015-07-31||""
"C118105"|"PC10005338"|2006-12-02|2013-12-31||""
"C118104"|"PC10005339"|1998-06-20|2015-06-30||""
"C118103"|"PC10005340"|2003-03-13|2015-03-31||""
"C118102"|"PC10005341"|1998-11-26|2013-08-31||""
"C118101"|"PC10005342"|2000-11-08|2013-11-30||""
"C118100"|"PC10005343"|2009-01-24|2016-02-28||""
"C118099"|"PC10005344"|2006-06-02|2016-06-30||""
"C118098"|"PC10005345"|2004-03-21|2014-03-31|2013-06-08|"VOL_CHURN"
"C118097"|"PC10005346"|2006-06-21|2016-06-30||""
"C118096"|"PC10005347"|1995-06-09|2014-06-30||""
"C118095"|"PC10005348"|2003-02-12|2014-02-28||""
"C118094"|"PC10005349"|1999-03-02|2014-09-30||""
"C118093"|"PC10005350"|2000-02-17|2014-02-28||""
"C118092"|"PC10005351"|2003-02-23|2014-02-28||""
"C118091"|"PC10005352"|1998-08-17|2016-07-31||""
"C118090"|"PC10005353"|2009-03-21|2014-03-31||""
"C118089"|"PC10005354"|1992-07-19|2016-04-30||""
"C118088"|"PC10005355"|2010-11-07|2015-08-31||""
"C118087"|"PC10005356"|2007-08-08|2015-06-30|2013-04-24|"VOL_CHURN"
"C118086"|"PC10005357"|2010-09-11|2014-09-30||""
"C118085"|"PC10005358"|2001-09-13|2014-09-30||""
"C118084"|"PC10005359"|2011-09-27|2015-09-30||""
"C118083"|"PC10005360"|2005-10-07|2014-10-31||""
"C118083"|"PC10005361"|1995-08-29|2014-03-31||""
"C118082"|"PC10005362"|1999-09-17|2014-09-30||""
"C118081"|"PC10005363"|1999-02-10|2014-07-31||""
"C118080"|"PC10005364"|2009-01-04|2016-01-31|2013-02-06|"VOL_CHURN"
"C118079"|"PC10005365"|1998-03-06|2014-03-31||""
"C118078"|"PC10005366"|1995-06-09|2014-06-30||""
"C118077"|"PC10005367"|2004-07-02|2016-07-31||""
